"","School","Address","City","Zip","AddressFull","Public","County","Dist","Name","Color1","Color2","Color3","Enrollment","Conf","Mascot","Enr_Class","lon","lat"
"1588","VALLEY FORGE","9999 INDEPENDENCE BLVD","PARMA HEIGHTS","44130-4644","9999 INDEPENDENCE BLVD, PARMA HEIGHTS, OH 44130-4644","PUBLIC","Cuyahoga","Northeast","PARMA HTS. VALLEY FORGE","NAVY","WHITE",NA,462,"Great Lakes Conference","PATRIOTS","(AAA)",-81.754901,41.371882
"1590","VALLEY VIEW","6027 FARMERSVILLE-GERMANTOWN RD","GERMANTOWN","45327","6027 FARMERSVILLE-GERMANTOWN RD, GERMANTOWN, OH 45327","PUBLIC","Montgomery","Southwest","GERMANTOWN VALLEY VIEW","NAVY","WHITE",NA,247,"Southwestern Buckeye League","SPARTANS","(AA)",-84.3985814,39.6569038
"1592","VAN BUREN","217 S. MAIN STREET","VAN BUREN","45889-9627","217 S. MAIN STREET, VAN BUREN, OH 45889-9627","PUBLIC","Hancock","Northwest","VAN BUREN","ORANGE","BLACK",NA,147,"Blanchard Valley Conference","BLACK KNIGHTS","(AA)",-83.6479766,41.1353002
"1594","VANLUE","301 S EAST ST","VANLUE","45890-0250","301 S EAST ST, VANLUE, OH 45890-0250","PUBLIC","Hancock","Northwest","VANLUE","SCARLET","GRAY",NA,30,"Blanchard Valley Conference","WILDCATS","(A)",-83.4761076,40.9740932
"1596","VAN WERT","10708 ST RT 118 S","VAN WERT","45891-9243","10708 ST RT 118 S, VAN WERT, OH 45891-9243","PUBLIC","Van_Wert","Northwest","VAN WERT","SCARLET","GRAY",NA,235,"Western Buckeye League","COUGARS","(AAA)",-84.6036501,40.846484
"1598","VERMILION","1250 SANFORD ST","VERMILION","44089-1519","1250 SANFORD ST, VERMILION, OH 44089-1519","PUBLIC","Erie","Northwest","VERMILION","PURPLE","GOLD","White",229,"Sandusky Bay Conference","SAILORS","(AAA)",-82.3578653,41.4110992
"160","BARBERTON","555 BARBER ROAD","BARBERTON","44203-2249","555 BARBER ROAD, BARBERTON, OH 44203-2249","PUBLIC","Summit","Northeast","BARBERTON","PURPLE","WHITE",NA,499,"","MAGICS","(AAA)",-81.6074901,41.0261589
"1600","VERSAILLES","280 Marker Rd.","VERSAILLES","45380-1105","280 Marker Rd., VERSAILLES, OH 45380-1105","PUBLIC","Darke","Southwest","VERSAILLES","ORANGE","BLACK",NA,164,"Midwest Athletic Conference","TIGERS","(AA)",-84.4867176,40.2135096
"1604","VINTON COUNTY","63910 US HWY 50","MC ARTHUR","45651-1010","63910 US HWY 50, MC ARTHUR, OH 45651-1010","PUBLIC","Vinton","Southeast","MCARTHUR VINTON COUNTY","MAROON","WHITE",NA,246,"","VIKINGS","(AAA)",-82.4912951,39.251463
"1606","WADSWORTH","625 BROAD ST","WADSWORTH","44281-2319","625 BROAD ST, WADSWORTH, OH 44281-2319","PUBLIC","Medina","Northeast","WADSWORTH","RED","WHITE",NA,574,"Suburban League","GRIZZLIES","(AAA)",-81.7099136,41.023497
"1608","WAITE","301 MORRISON DRIVE","TOLEDO","43605-2124","301 MORRISON DRIVE, TOLEDO, OH 43605-2124","PUBLIC","Lucas","Northwest","TOL. WAITE","PURPLE","GOLD",NA,458,"","INDIANS","(AAA)",-83.5175988,41.64934
"1610","WALNUT HILLS","3250 VICTORY PKWY","CINCINNATI","45207","3250 VICTORY PKWY, CINCINNATI, OH 45207","PUBLIC","Hamilton","Southwest","CIN. WALNUT HILLS","BLUE","GOLD",NA,634,"Eastern Cincinnati Conference","EAGLES","(AAA)",-84.4795349,39.1402691
"1612","WALNUT RIDGE","4841 E LIVINGSTON AVE","COLUMBUS","43227-2172","4841 E LIVINGSTON AVE, COLUMBUS, OH 43227-2172","PUBLIC","Franklin","Central","COLS. WALNUT RIDGE","RED","GRAY","WHITE",453,"Columbus City League","SCOTS","(AAA)",-82.8650719,39.9434795
"1614","WALSH JESUIT","4550 WYOGA LAKE ROAD","CUYAHOGA FALLS","44224-1059","4550 WYOGA LAKE ROAD, CUYAHOGA FALLS, OH 44224-1059","PRIVATE","Summit","Northeast","CUYAHOGA FALLS WALSH JESUIT","MAROON","GOLD",NA,388,"North Coast League","WARRIORS","(AAA)",-81.4960293,41.1919824
"1616","WAPAKONETA","1 W REDSKIN TRAIL","WAPAKONETA","45895-9375","1 W REDSKIN TRAIL, WAPAKONETA, OH 45895-9375","PUBLIC","Auglaize","Northwest","WAPAKONETA","RED","WHITE",NA,356,"","REDSKINS","(AAA)",-84.1947735,40.583396
"1618","WARREN","130 WARRIOR DRIVE","VINCENT","45784-9801","130 WARRIOR DRIVE, VINCENT, OH 45784-9801","PUBLIC","Washington","Southeast","VINCENT WARREN","ROYAL BLUE","WHITE",NA,294,"","WARRIORS","(AAA)",-81.6649008,39.3989962
"162","BARNESVILLE","910 SHAMROCK DR","BARNESVILLE","43713-9115","910 SHAMROCK DR, BARNESVILLE, OH 43713-9115","PUBLIC","Belmont","East","BARNESVILLE","RED","GREEN","WHITE",144,"","SHAMROCKS","(AA)",-81.1571965,39.9868434
"1620","WARRENSVILLE HEIGHTS","4270 NORTHFIELD RD","WARRENSVILLE HTS","44128-2812","4270 NORTHFIELD RD, WARRENSVILLE HTS, OH 44128-2812","PUBLIC","Cuyahoga","Northeast","WARRENSVILLE HTS.","BLUE","GOLD",NA,200,"Lake Erie League","TIGERS","(AA)",-81.5310142,41.4442099
"1624","WASHINGTON","ONE PAUL E BROWN DR SE","MASSILLON","44646-6718","ONE PAUL E BROWN DR SE, MASSILLON, OH 44646-6718","PUBLIC","Stark","Northeast","MASSILLON WASHINGTON","ORANGE","BLACK",NA,500,"INDEPENDENT","TIGERS","(AAA)",-81.5006038,40.792578
"1626","WASHINGTON","400 S. Elm Street","WASHINGTON C.H.","43160","400 S. Elm Street, WASHINGTON C.H., OH 43160","PUBLIC","Fayette","Southeast","WASHINGTON C.H. WASHINGTON","ROYAL BLUE","WHITE",NA,255,"","BLUE LIONS","(AAA)",-83.4259324,39.5437173
"1628","WATERFORD","330 Main St","Waterford","45786-0067","330 Main St, Waterford, OH 45786-0067","PUBLIC","Washington","Southeast","WATERFORD","GREEN","WHITE",NA,78,"","WILDCATS","(A)",-81.638522,39.5381463
"1630","WATERLOO","1464 INDUSTRY RD","ATWATER","44201-9349","1464 INDUSTRY RD, ATWATER, OH 44201-9349","PUBLIC","Portage","Northeast","ATWATER WATERLOO","BURGUNDY","WHITE",NA,153,"Mahoning Valley Athletic Conference","VIKINGS","(A)",-81.193022,41.028547
"1632","WATKINS MEMORIAL","8868 WATKINS ROAD SW","PATASKALA","43062-9053","8868 WATKINS ROAD SW, PATASKALA, OH 43062-9053","PUBLIC","Licking","Central","PATASKALA WATKINS MEMORIAL","GOLD","BLACK",NA,465,"","WARRIORS","(AAA)",-82.6492892,39.9638798
"1634","WAUSEON","840 PARKVIEW","WAUSEON","43567-1269","840 PARKVIEW, WAUSEON, OH 43567-1269","PUBLIC","Fulton","Northwest","WAUSEON","RED","WHITE",NA,236,"Northwest Ohio Athletic League","INDIANS","(AAA)",-84.1281039,41.552906
"1636","WAVERLY","1 TIGER DRIVE","WAVERLY","45690-1253","1 TIGER DRIVE, WAVERLY, OH 45690-1253","PUBLIC","Pike","Southeast","WAVERLY","ORANGE","BLACK",NA,228,"Southern Ohio Conference","TIGERS","(AAA)",-82.9988674,39.1316749
"1638","WAYNE","5400 CHAMBERSBURG RD","HUBER HEIGHTS","45424-3737","5400 CHAMBERSBURG RD, HUBER HEIGHTS, OH 45424-3737","PUBLIC","Montgomery","Southwest","HUBER HTS. WAYNE","RED","BLACK","WHITE",723,"Greater Western Ohio Conference","WARRIORS","(AAA)",-84.1344572,39.8463954
"164","BATAVIA","ONE BULLDOG PLACE","BATAVIA","45103-3213","ONE BULLDOG PLACE, BATAVIA, OH 45103-3213","PUBLIC","Clermont","Southwest","BATAVIA","GREEN","WHITE",NA,248,"","BULLDOGS","(AA)",-84.1290199,39.0732811
"1640","WAYNEDALE","9050 DOVER RD","APPLE CREEK","44606-9603","9050 DOVER RD, APPLE CREEK, OH 44606-9603","PUBLIC","Wayne","Northeast","APPLE CREEK WAYNEDALE","BROWN","GOLD",NA,156,"","GOLDEN BEARS","(A)",-81.8119339,40.7371515
"1642","WAYNESFIELD-GOSHEN","500 N WESTMINISTER ST","WAYNESFIELD","45896-9448","500 N WESTMINISTER ST, WAYNESFIELD, OH 45896-9448","PUBLIC","Auglaize","Northwest","WAYNESFIELD WAYNESFIELD-GOSHEN","BLUE","GOLD",NA,59,"","TIGERS","(A)",-83.972866,40.6053039
"1644","WAYNESVILLE","735 DAYTON RD","WAYNESVILLE","45068-9503","735 DAYTON RD, WAYNESVILLE, OH 45068-9503","PUBLIC","Warren","Southwest","WAYNESVILLE","ORANGE","BLACK",NA,191,"","SPARTANS","(AA)",-84.0928356,39.5354078
"1646","WAYNE TRACE","4915 US ROUTE 127","HAVILAND","45851-9801","4915 US ROUTE 127, HAVILAND, OH 45851-9801","PUBLIC","Paulding","Northwest","HAVILAND WAYNE TRACE","RED","BLUE","WHITE",110,"Green Meadows Conference","RAIDERS","(AA)",-84.573128,41.046844
"1650","WELLINGTON","629 N MAIN ST","WELLINGTON","44090-1033","629 N MAIN ST, WELLINGTON, OH 44090-1033","PUBLIC","Lorain","Northeast","WELLINGTON","MAROON","WHITE",NA,139,"","DUKES","(A)",-82.2197855,41.1777305
"1652","WELLSTON","200 GOLDEN ROCKET DRIVE","WELLSTON","45692","200 GOLDEN ROCKET DRIVE, WELLSTON, OH 45692","PUBLIC","Jackson","Southeast","WELLSTON","BLUE","GOLD",NA,165,"Tri-Valley Conference","GOLDEN ROCKETS","(AA)",-82.5349184,39.1340186
"1654","WELLSVILLE","1 BENGAL BLVD.","WELLSVILLE","43968-1423","1 BENGAL BLVD., WELLSVILLE, OH 43968-1423","PUBLIC","Columbiana","Northeast","WELLSVILLE","ORANGE","BLACK",NA,97,"Ohio Valley Athletic Conference","TIGERS","(A)",-80.6561019,40.6023961
"1656","WEST","179 S POWELL AVE","COLUMBUS","43204-3032","179 S POWELL AVE, COLUMBUS, OH 43204-3032","PUBLIC","Franklin","Central","COLS. WEST","BUFF","BROWN",NA,450,"Firelands Conference","COWBOYS","(AA)",-83.076088,39.953309
"1658","WEST BRANCH","14277 MAIN ST","BELOIT","44609-9505","14277 MAIN ST, BELOIT, OH 44609-9505","PUBLIC","Mahoning","Northeast","BELOIT WEST BRANCH","GREEN","WHITE",NA,252,"","WARRIORS","(AA)",-80.99246,40.9115799
"166","BATH","2850 BIBLE ROAD","LIMA","45801-2242","2850 BIBLE ROAD, LIMA, OH 45801-2242","PUBLIC","Allen","Northwest","LIMA BATH","COLUMBIA BLUE","GOLD",NA,211,"","WILDCATS","(AAA)",-84.0522585,40.7730096
"1660","WEST CARROLLTON","5833 STUDENT ST","WEST CARROLLTON","45449-2935","5833 STUDENT ST, WEST CARROLLTON, OH 45449-2935","PUBLIC","Montgomery","Southwest","WEST CARROLLTON","RED","BLACK",NA,354,"Greater Western Ohio Conference","PIRATES","(AAA)",-84.231185,39.672006
"1664","WESTERN BROWN","476 WEST MAIN STREET","MOUNT ORAB","45154","476 WEST MAIN STREET, MOUNT ORAB, OH 45154","PUBLIC","Brown","Southwest","MOUNT ORAB WESTERN BROWN","BROWN","GOLD",NA,402,"Southern Buckeye Athletic/Academic Conference","BRONCOS","(AAA)",-83.9377891,39.0340691
"1666","WESTERN HILLS","2144 FERGUSON ROAD","CINCINNATI","45238-3720","2144 FERGUSON ROAD, CINCINNATI, OH 45238-3720","PUBLIC","Hamilton","Southwest","CIN. WESTERN HILLS","MAROON","CREAM",NA,688,"Cincinnati Metro Athletic Conference","MUSTANGS","(AAA)",-84.5998789,39.1246481
"1668","WESTERN RESERVE","13850 Akron-Canfield Rd","Berlin Center","44401-9752","13850 Akron-Canfield Rd, Berlin Center, OH 44401-9752","PUBLIC","Mahoning","Northeast","BERLIN CENTER WESTERN RESERVE","RED","Royal BLUE","WHITE",104,"Mahoning Valley Athletic Conference","BLUE DEVILS","(A)",-80.9130621,41.0254832
"1670","WESTERN RESERVE","3841 State Route 20","COLLINS","44826-9751","3841 State Route 20, COLLINS, OH 44826-9751","PUBLIC","Huron","Northwest","COLLINS WESTERN RESERVE","BLUE","WHITE",NA,130,"Licking County League","ROUGHRIDERS","(AA)",-82.4515801,41.2458158
"1671","WESTERVILLE CENTRAL","7118 MOUNT ROYAL AVENUE","WESTERVILLE","43082-8393","7118 MOUNT ROYAL AVENUE, WESTERVILLE, OH 43082-8393","PUBLIC","Delaware","Central","WESTERVILLE CENTRAL","SILVER","BLACK",NA,731,"","WARHAWKS","(AAA)",-82.903701,40.154286
"1672","WESTERVILLE NORTH","950 COUNTY LINE ROAD","WESTERVILLE","43081-1000","950 COUNTY LINE ROAD, WESTERVILLE, OH 43081-1000","PUBLIC","Delaware","Central","WESTERVILLE NORTH","CARDINAL","GOLD",NA,598,"Ohio Capital Conference","WARRIORS","(AAA)",-82.8977517,40.1329836
"1674","WESTERVILLE SOUTH","303 S Otterbein Avenue","Westerville","43081-2333","303 S Otterbein Avenue, Westerville, OH 43081-2333","PUBLIC","Franklin","Central","WESTERVILLE SOUTH","RED","WHITE",NA,596,"","WILDCATS","(AAA)",-82.9237649,40.1189063
"1676","WESTFALL","19463 PHERSON PIKE","WILLIAMSPORT","43164-9745","19463 PHERSON PIKE, WILLIAMSPORT, OH 43164-9745","PUBLIC","Pickaway","Southeast","WILLIAMSPORT WESTFALL","SCARLET","GRAY",NA,211,"Scioto Valley Conference","MUSTANGS","(AAA)",-83.1200767,39.654974
"1677","WEST CLERMONT","4101 BACH BUXTON","Cincinnati","45103","4101 BACH BUXTON, Cincinnati, OH 45103","PUBLIC","Clermont","Southwest","CINCINNATI WEST CLERMONT","NAVY","GRAY",NA,1056,"","WOLVES","(AAA)",-84.244413,39.0691852
"1678","WEST GEAUGA","13401 CHILLICOTHE ROAD","CHESTERLAND","44026-3532","13401 CHILLICOTHE ROAD, CHESTERLAND, OH 44026-3532","PUBLIC","Geauga","Northeast","CHESTERLAND WEST GEAUGA","BLUE","RED","WHITE",256,"Chagrin Valley Conference","WOLVERINES","(AA)",-81.3377068,41.5033671
"168","BAY","29230 WOLF RD","BAY VILLAGE","44140-1809","29230 WOLF RD, BAY VILLAGE, OH 44140-1809","PUBLIC","Cuyahoga","Northeast","BAY VILLAGE BAY","BLUE","WHITE","RED",302,"Great Lakes Conference","ROCKETS","(AA)",-81.943396,41.48693
"1680","WEST HOLMES","10909 STATE ROUTE 39","MILLERSBURG","44654-9801","10909 STATE ROUTE 39, MILLERSBURG, OH 44654-9801","PUBLIC","Holmes","East","MILLERSBURG WEST HOLMES","RED","BLUE","WHITE",277,"","KNIGHTS","(AAA)",-82.0147767,40.5774222
"1682","WEST JEFFERSON","1 Roughrider Dr","West Jefferson","43162-1360","1 Roughrider Dr, West Jefferson, OH 43162-1360","PUBLIC","Madison","Central","WEST JEFFERSON","BROWN","GOLD",NA,153,"Ohio Heritage Conference","ROUGHRIDERS","(A)",-83.2760287,39.9327183
"1684","WESTLAKE","27830 Hilliard Blvd","WESTLAKE","44145-3032","27830 Hilliard Blvd, WESTLAKE, OH 44145-3032","PUBLIC","Cuyahoga","Northeast","WESTLAKE","FOREST GREEN","WHTE",NA,441,"","DEMONS","(AAA)",-81.9284169,41.460793
"1686","WESTLAND","146 GALLOWAY ROAD","GALLOWAY","43119-9402","146 GALLOWAY ROAD, GALLOWAY, OH 43119-9402","PUBLIC","Franklin","Central","GALLOWAY WESTLAND","GREEN","WHITE",NA,733,"","COUGARS","(AAA)",-83.1496563,39.9480419
"1688","WEST LIBERTY-SALEM","7208 US Highway 68 N","WEST LIBERTY","43357-9663","7208 US Highway 68 N, WEST LIBERTY, OH 43357-9663","PUBLIC","Champaign","Southwest","WEST LIBERTY-SALEM","ORANGE","BLACK",NA,130,"Ohio Heritage Conference","TIGERS","(A)",-83.7477996,40.2123631
"1690","WEST MUSKINGUM","150 KIMES ROAD","ZANESVILLE","43701-8913","150 KIMES ROAD, ZANESVILLE, OH 43701-8913","PUBLIC","Muskingum","East","ZANESVILLE WEST MUSKINGUM","BLUE","GOLD",NA,172,"Muskingum Valley League","TORNADOES","(AA)",-82.0842913,39.957443
"1696","WHEELERSBURG","800 PIRATE DR","WHEELERSBURG","45694","800 PIRATE DR, WHEELERSBURG, OH 45694","PUBLIC","Scioto","Southeast","WHEELERSBURG","ORANGE","BLACK",NA,175,"","PIRATES","(AA)",-82.8460561,38.7221541
"1698","WHETSTONE","4405 SCENIC DR","COLUMBUS","43214-3040","4405 SCENIC DR, COLUMBUS, OH 43214-3040","PUBLIC","Franklin","Central","COLS. WHETSTONE","NAVY","WHITE",NA,498,"Firelands Conference","BRAVES","(AAA)",-83.0296761,40.0507772
"170","BEACHWOOD","25100 FAIRMOUNT BLVD","BEACHWOOD","44122-2250","25100 FAIRMOUNT BLVD, BEACHWOOD, OH 44122-2250","PUBLIC","Cuyahoga","Northeast","BEACHWOOD","BLACK","GOLD","WHITE",186,"Chagrin Valley Conference","BISON","(AA)",-81.5011991,41.4832969
"1700","WHITEHALL-YEARLING","675 S YEARLING RD","WHITEHALL","43213-3054","675 S YEARLING RD, WHITEHALL, OH 43213-3054","PUBLIC","Franklin","Central","WHITEHALL-YEARLING","BLACK","WHITE",NA,392,"Mid-State League","RAMS","(AA)",-82.8867819,39.9603402
"1704","WHITMER","5601 CLEGG DR","TOLEDO","43613-2022","5601 CLEGG DR, TOLEDO, OH 43613-2022","PUBLIC","Lucas","Northwest","TOL. WHITMER","MAIZE","BLUE",NA,797,"Three Rivers Athletic Conference","PANTHERS","(AAA)",-83.6123762,41.71929
"1706","WICKLIFFE","2255 ROCKFELLER RD","WICKLIFFE","44092-0170","2255 ROCKFELLER RD, WICKLIFFE, OH 44092-0170","PUBLIC","Lake","Northeast","WICKLIFFE","NAVY","GOLD",NA,167,"Chagrin Valley Conference","BLUE DEVILS","(AA)",-81.4635087,41.6001263
"1710","WILLARD","1 Flashes Ave","WILLARD","44890-1359","1 Flashes Ave, WILLARD, OH 44890-1359","PUBLIC","Huron","Northwest","WILLARD","CRIMSON","WHITE",NA,169,"Sandusky Bay Conference","CRIMSON FLASHES","(AA)",-82.7297708,41.0460886
"1712","WILLIAMSBURG","500 SOUTH 5TH STREET","WILLIAMSBURG","45176-1144","500 SOUTH 5TH STREET, WILLIAMSBURG, OH 45176-1144","PUBLIC","Clermont","Southwest","WILLIAMSBURG","BLUE","WHITE",NA,126,"","WILDCATS","(A)",-84.0657987,39.051928
"1714","WILMINGTON","300 RICHARDSON PLACE","WILMINGTON","45177-1251","300 RICHARDSON PLACE, WILMINGTON, OH 45177-1251","PUBLIC","Clinton","Southwest","WILMINGTON","ORANGE","BLACK",NA,354,"Southern Buckeye Athletic/Academic Conference","HURRICANE","(AAA)",-83.8388502,39.4493538
"1716","WINDHAM","9530 BAUER AVENUE","WINDHAM","44288-1004","9530 BAUER AVENUE, WINDHAM, OH 44288-1004","PUBLIC","Portage","Northeast","WINDHAM","BLACK","GOLD",NA,85,"Northeastern Athletic Conference","BOMBERS","(A)",-81.0476918,41.2330058
"1719","WINTON WOODS","1231 WEST KEMPER ROAD","CINCINNATI","45240","1231 WEST KEMPER ROAD, CINCINNATI, OH 45240","PUBLIC","Hamilton","Southwest","CIN. WINTON WOODS","GREEN","BLUE","WHITE",436,"Northwest Central Conference","WARRIORS","(AAA)",-84.526309,39.286147
"172","BEALLSVILLE","43822 State Route 556","BEALLSVILLE","43716-0262","43822 State Route 556, BEALLSVILLE, OH 43716-0262","PUBLIC","Monroe","East","BEALLSVILLE","ROYAL BLUE","WHITE",NA,34,"","BLUE DEVILS","(A)",-81.0240164,39.8483786
"1720","WITHROW","2488 MADISON RD","CINCINNATI","45208-1216","2488 MADISON RD, CINCINNATI, OH 45208-1216","PUBLIC","Hamilton","Southwest","CIN. WITHROW","ORANGE","BLACK",NA,392,"Eastern Cincinnati Conference","TIGERS","(AAA)",-84.452627,39.1409479
"1722","WOODMORE","633 Fremont Street","Elmore","43416-9736","633 Fremont Street, Elmore, OH 43416-9736","PUBLIC","Sandusky","Northwest","ELMORE WOODMORE","PURPLE","GOLD",NA,144,"Northern Buckeye Conference","Wildcats","(AA)",-83.2880581,41.4741788
"1724","WOODRIDGE","4440 QUICK RD","PENINSULA","44264-9706","4440 QUICK RD, PENINSULA, OH 44264-9706","PUBLIC","Summit","Northeast","PENINSULA WOODRIDGE","MAROON","SILVER","WHITE",265,"Portage Trail Conference","BULLDOGS","(AA)",-81.5129709,41.192299
"1728","Woodrow Wilson","2725 GIBSON ST","YOUNGSTOWN","44502-2305","2725 GIBSON ST, YOUNGSTOWN, OH 44502-2305","PUBLIC","Mahoning","Northeast","","RED","WHITE",NA,NA,"","REDMEN",NA,-80.641627,41.071732
"1732","WOODWARD","7005 READING RD","CINCINNATI","45237-3898","7005 READING RD, CINCINNATI, OH 45237-3898","PUBLIC","Hamilton","Southwest","CIN. WOODWARD","BLUE","WHITE",NA,307,"","BULLDOGS","(AA)",-84.4658229,39.1880232
"1734","WOODWARD","701 E. Central","TOLEDO","43608","701 E. Central, TOLEDO, OH 43608","PUBLIC","Lucas","Northwest","TOL. WOODWARD","BLUE","WHITE",NA,364,"Toledo City Athletic League","POLAR BEARS","(AAA)",-83.527426,41.6799916
"1736","WOOSTER","515 OLDMAN ROAD","WOOSTER","44691-8540","515 OLDMAN ROAD, WOOSTER, OH 44691-8540","PUBLIC","Wayne","Northeast","WOOSTER","BLUE","GOLD",NA,441,"Ohio Cardinal Conference","GENERALS","(AAA)",-81.9475938,40.8375159
"1737","HARVEST PREPARATORY","4595 Gender Road","Canal Winchester","43110-9149","4595 Gender Road, Canal Winchester, OH 43110-9149","PRIVATE","Franklin","Central","CANAL WINCHESTER HARVEST PREP.","MAROON","GRAY","WHITE",73,"Mid-State League","WARRIORS","(A)",-82.8280296,39.8914025
"1738","THOMAS WORTHINGTON","300 W GRANVILLE RD","WORTHINGTON","43085-3527","300 W GRANVILLE RD, WORTHINGTON, OH 43085-3527","PUBLIC","Franklin","Central","WORTHINGTON THOMAS WORTHINGTON","BLUE","RED",NA,639,"Ohio Capital Conference","CARDINALS","(AAA)",-83.0248924,40.0902628
"1740","WORTHINGTON CHRISTIAN","6670 Worthington-Galena Road","Worthington","43085","6670 Worthington-Galena Road, Worthington, OH 43085","PRIVATE","Franklin","Central","WORTHINGTON CHRISTIAN","RED","GOLD",NA,142,"Mid-State League","WARRIORS","(A)",-83.0101996,40.099663
"1741","WORTHINGTON KILBOURNE","1499 HARD RD","COLUMBUS","43235-1991","1499 HARD RD, COLUMBUS, OH 43235-1991","PUBLIC","Franklin","Central","WORTHINGTON KILBOURNE","ROYAL BLUE","BLACK",NA,491,"","WOLVES","(AAA)",-83.0558302,40.1155415
"1742","WYNFORD","3288 HOLMES CENTER RD","BUCYRUS","44820-9463","3288 HOLMES CENTER RD, BUCYRUS, OH 44820-9463","PUBLIC","Crawford","Northwest","BUCYRUS WYNFORD","ROYAL BLUE","GRAY",NA,127,"Northern 10 Conference","ROYALS","(AA)",-83.0180104,40.8229098
"1744","WYOMING","106 PENDERY AVE","CINCINNATI","45215-2727","106 PENDERY AVE, CINCINNATI, OH 45215-2727","PUBLIC","Hamilton","Southwest","CIN. WYOMING","ROYAL BLUE","WHITE",NA,229,"Cincinnati Hills League","COWBOYS","(AA)",-84.4699806,39.2343429
"1746","XENIA","303 KINSEY RD","XENIA","45385-1410","303 KINSEY RD, XENIA, OH 45385-1410","PUBLIC","Greene","Southwest","XENIA","BLUE","WHITE",NA,508,"Northern 10 Conference","BUCCANEERS","(AAA)",-83.927482,39.708187
"1748","YELLOW SPRINGS","420 E ENON RD","YELLOW SPRINGS","45387-1417","420 E ENON RD, YELLOW SPRINGS, OH 45387-1417","PUBLIC","Greene","Southwest","YELLOW SPRINGS","BLUE","WHITE",NA,99,"Metro Buckeye Conference","BULLDOGS","(A)",-83.9084966,39.7992247
"1750","ZANESVILLE","1701 BLUE AVE","ZANESVILLE","43701-2457","1701 BLUE AVE, ZANESVILLE, OH 43701-2457","PUBLIC","Muskingum","East","ZANESVILLE","BLUE","WHITE",NA,341,"East Central Ohio League","BLUE DEVILS","(AAA)",-82.019518,39.959956
"1751","VALLEY CHRISTIAN SCHOOL","4401 SOUTHERN BLVD","YOUNGSTOWN","44512-1566","4401 SOUTHERN BLVD, YOUNGSTOWN, OH 44512-1566","PRIVATE","Mahoning","Northeast","VALLEY CHRISTIAN","ROYAL BLUE","gold","black",79,"","EAGLES","(A)",-80.6561019,41.0539058
"1752","ZANE TRACE","946 STATE ROUTE 180","CHILLICOTHE","45601-9705","946 STATE ROUTE 180, CHILLICOTHE, OH 45601-9705","PUBLIC","Ross","Southeast","CHILLICOTHE ZANE TRACE","RED","BLUE","WHITE",226,"","PIONEERS","(AAA)",-82.9375514,39.4277482
"176","BEAVER","46090 Bell School Road","East Liverpool","43920","46090 Bell School Road, East Liverpool, OH 43920","PUBLIC","Columbiana","East","LISBON BEAVER","RED","WHITE",NA,245,"","BEAVERS","(AAA)",-80.6294908,40.7115156
"178","BEAVERCREEK","2660 DAYTON-XENIA RD","BEAVERCREEK","45434-6399","2660 DAYTON-XENIA RD, BEAVERCREEK, OH 45434-6399","PUBLIC","Greene","Southwest","BEAVERCREEK","ORANGE","BLACK",NA,1009,"Greater Western Ohio Conference","BEAVERS","(AAA)",-84.0332145,39.7217118
"180","BEDFORD","481 NORTHFIELD ROAD","BEDFORD","44146-2201","481 NORTHFIELD ROAD, BEDFORD, OH 44146-2201","PUBLIC","Cuyahoga","Northeast","BEDFORD","GREEN","WHITE",NA,400,"Lake Erie League","BEARCATS","(AAA)",-81.526911,41.403548
"182","BELLAIRE","349 35TH STREET","BELLAIRE","43906-1278","349 35TH STREET, BELLAIRE, OH 43906-1278","PUBLIC","Belmont","East","BELLAIRE","RED","BLACK",NA,164,"Ohio Valley Athletic Conference","BIG REDS","(AA)",-80.7421419,40.0175061
"184","BELLBROOK","3737 UPPER BELLBROOK RD","BELLBROOK","45305-9705","3737 UPPER BELLBROOK RD, BELLBROOK, OH 45305-9705","PUBLIC","Greene","Southwest","BELLBROOK","PURPLE","GOLD",NA,324,"Southwestern Buckeye League","GOLDEN EAGLES","(AAA)",-84.0677985,39.652728
"186","BEECHCROFT","6100 BEECHCROFT RD","COLUMBUS","43229-2703","6100 BEECHCROFT RD, COLUMBUS, OH 43229-2703","PUBLIC","Franklin","Central","COLS. BEECHCROFT","BROWN","GOLD","White",311,"Columbus City League","COUGARS","(AA)",-82.963568,40.094361
"188","BELLEFONTAINE","555 E LAKE AVE","BELLEFONTAINE","43311-2509","555 E LAKE AVE, BELLEFONTAINE, OH 43311-2509","PUBLIC","Logan","Southwest","BELLEFONTAINE","RED","BLACK",NA,346,"Central Buckeye Conference","CHIEFTAINS","(AAA)",-83.7535323,40.3482931
"190","BELLEVUE","200 OAKLAND AVENUE","BELLEVUE","44811-8003","200 OAKLAND AVENUE, BELLEVUE, OH 44811-8003","PUBLIC","Huron","Northwest","BELLEVUE","RED","WHITE",NA,261,"","Redmen","(AAA)",-82.8433632,41.2816479
"192","BELMONT","2615 Wayne Ave.","DAYTON","45420","2615 Wayne Ave., DAYTON, OH 45420","PUBLIC","Montgomery","Southwest","DAY. BELMONT","RED","COLUMBIA BLUE",NA,386,"","BISON","(AAA)",-84.1561893,39.7382414
"194","BELPRE","612 3RD ST","BELPRE","45714","612 3RD ST, BELPRE, OH 45714","PUBLIC","Washington","Southeast","BELPRE","ORANGE","BLACK",NA,123,"Tri-Valley Conference","GOLDEN EAGLES","(A)",-81.57638,39.2755619
